rosbagTimestamp,desiredRelPose,desiredAbsPose,currentRelPose,currentAbsPose,joint_state_left,joint_state_right,del_q,norm_error_abs,norm_error_rel,timeStamp,timeStampNew,controlMode
1532096700639940000,"0.9345879510112555, -0.35573214898935274, -0.0, -0.0, 0.0, 0.0, -0.00016995357723177982, -6.468941868089722e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.41147032685279844, 0.0, 0.14150182685279844","0.9734290612936566, -0.2289436842712998, 0.002965201797666305, -0.0028435180149671336, -0.00017760423141297, -0.0007289527153513387, 0.0014741276635749055, -0.0005714449310673386","0.9997218330750132, 0.021951633230587707, 0.008249221857557444, 0.0020984524790271224, -0.00883539936860493, 0.3909298704719475, -0.0024112855570151406, 0.12927800342506074","-0.9687088675496388, -0.7063981528212331, 0.3359417925469056, 1.1171215087775526, -0.4786020058202491, 1.244441914172042, 0.2389175077131532","0.8087913704125844, -0.745514662912311, -0.18254371375836423, 1.230636087081073, 0.47323307306265017, 1.2524953133084402, -0.23239808936464018","-0.02841816328258818, 0.03739478322803684, 0.024393159170119198, -0.07101192465676895, 0.032712214906783776, 0.044603539942202314, -0.008934982891479842, 0.020509012822199038, 0.018526909459616298, -0.011334500675944494, -0.06157527226441951, -0.016960873177351142, 0.039936637356909666, -0.010709686299125026",0.0663375456,0.2655859293,1532096700.64,38.1700000763,0
1532096701449920000,"0.9317141002127324, -0.363192559759666, -0.0, -0.0, 0.0, 0.0, -0.00017315541282133805, -6.749791336684125e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4133287876486778, 0.0, 0.1433602876486778","0.9714681271258954, -0.23713385277246674, 0.0020181373540624215, -0.0030614839425835176, -0.0001339665549448671, -0.0005352400640077359, 0.0012297144810743434, -0.0002413754173099525","0.999666605327668, 0.023655844401545355, 0.009977534919220028, 0.002366913123074506, -0.00955511737198425, 0.3915466657204482, -0.0019757191679142874, 0.13066704920618022","-0.9641069251859825, -0.7006457248666628, 0.3336408213650775, 1.1040826720805266, -0.4816699673960199, 1.2540292940963258, 0.2373835269252678","0.8026554472610428, -0.7355437877910559, -0.17564080021287987, 1.217597250384047, 0.4793689962141918, 1.2616991980357528, -0.2331650797585829","-0.010233208498910984, 0.00890233850851901, 0.009499958498162007, -0.05312658809381152, 0.014553762601581931, 0.03978507523302315, 0.01184728893450411, 0.03682869840661837, 0.019992830610406884, -0.025266850178575634, -0.060867545192562086, -0.03558327434180394, 0.03685526503901933, 0.010695882162774142",0.0713526116,0.2646977022,1532096701.45,38.9800000191,0
1532096702259730000,"0.9287418716642823, -0.37072703680406927, -0.0, -0.0, 0.0, 0.0, -0.0001763642352903758, -7.039952902118217e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4152277462363243, 0.0, 0.1452592462363243","0.9693832621022074, -0.2455165043842897, -0.0017020289054296128, -0.0033281089167672123, 0.00021127166087646365, 0.0008040054728166157, 0.001291640303207782, 0.00156490956792521","0.9996884546884688, 0.022948572841510494, 0.00920774066791565, 0.0031064426750998147, -0.009411948508389086, 0.392866304546513, -0.0019436281353266299, 0.13236737964559378","-0.9560535260495842, -0.6983447536848346, 0.3286553838044499, 1.0887428642016723, -0.48780589054756157, 1.2616991980357528, 0.2373835269252678","0.7995874856852719, -0.7301748550334569, -0.1721893434401377, 1.206475889671878, 0.482820452986934, 1.2709030827630652, -0.23354857495555426","-0.02863304545527427, 0.04086272093236859, 0.02433945506368425, -0.0792895583526768, 0.03265970722691274, 0.04779813791147265, -0.006583336202029937, 0.0197717863083912, 0.022131396556725264, -0.011048277612626356, -0.0675987538518909, -0.01617719475306501, 0.04258029756192382, -0.014554757842676158",0.0710042275,0.263650269,1532096702.26,39.7899999619,0
1532096703072490000,"0.9257091445897534, -0.37823614267135686, -0.0, -0.0, 0.0, 0.0, -0.00017953672531471462, -7.335703535798935e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4171671969413757, 0.0, 0.14719869694137572","0.9679064867251921, -0.2512877263690971, 6.210142030191638e-05, -0.002783700620488242, 7.195407590906977e-05, 0.00028583196127879296, 0.0015213112073489098, -0.0007496392581225197","0.9996747073745091, 0.023850477332252002, 0.008414464533277202, 0.002984721348733973, -0.009791891818028042, 0.39433688750584767, -0.0017469848128732221, 0.13344077597630635","-0.9522185740798705, -0.6910583449423789, 0.3271214030165645, 1.0760875227016178, -0.4916408425172751, 1.267451625990323, 0.23700003172829642","0.7957525337155584, -0.7271068934576861, -0.17027186745528092, 1.1922865673839378, 0.48857288094150425, 1.2801069674903778, -0.23278158456161155","-0.010456539165547054, 0.011883682775435993, 0.009659240097717915, -0.05887323065353381, 0.014793278782928333, 0.042388218730986735, 0.014094409002652984, 0.03676730797503336, 0.023110658539956135, -0.025686172282172223, -0.0674033311139548, -0.03544927859847667, 0.04141334123366746, 0.007505051716014831",0.0728968539,0.2678671648,1532096703.07,40.5999999046,0
1532096703871170000,"0.922603705022106, -0.3857491457922918, -0.0, -0.0, 0.0, 0.0, -0.00018268461004584076, -7.638212581521392e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.41914729532003403, 0.0, 0.149178795320034","0.9652417161538976, -0.26132759098347375, -0.0034034098352716596, -0.0009908085937958737, 0.0002592579650545074, 0.0009197966743912933, 0.002187115181802873, 0.002457290638221421","0.9996941341694058, 0.022901891838534787, 0.008823891354071602, 0.0027131161313112377, -0.009410646611799467, 0.3954504572871895, -0.0017293990534421938, 0.135071492661893","-0.9437816797465008, -0.6891408689575221, 0.3213689750619942, 1.0622816956106491, -0.4989272512597308, 1.2770390059146068, 0.23700003172829642","0.7903836009579595, -0.7179030087303736, -0.16605342028859604, 1.1823156922626827, 0.4935583185021319, 1.2866263858388909, -0.23239808936464018","-0.027428194413151044, 0.04184899051412743, 0.024091410450513384, -0.08484524224471103, 0.031664552911906584, 0.05117128042964629, -0.003710460429914183, 0.019749458143122733, 0.024140277733965772, -0.011229967753276497, -0.07302691661114163, -0.01605861335790784, 0.04565435108397019, -0.017128824049782443",0.0731866908,0.2634628691,1532096703.87,41.3999998569,0
1532096704682410000,"0.9194936541010582, -0.3931048461516132, -0.0, -0.0, 0.0, 0.0, -0.0001857404106421323, -7.940833003463883e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4211673246026039, 0.0, 0.1511988246026039","0.9639534282921107, -0.2660475016732889, -8.96377883400503e-05, -0.0029595056636098236, 2.1419301586000916e-05, 8.518370100429884e-05, 0.001528942811945263, -0.0007274027952161033","0.9996712643123039, 0.02389377129715569, 0.008606550755900647, 0.0032344198090145278, -0.009909822196708253, 0.39667179810886033, -0.0015278339663557993, 0.13657121434723835","-0.9403302229737587, -0.6810874698211237, 0.31906800388016604, 1.0484758685196802, -0.5004612320476163, 1.2850924050510053, 0.235466050940411","0.7884661249731026, -0.7144515519576314, -0.16413594430373926, 1.1627574372171436, 0.49777676566881673, 1.2996652225359169, -0.23048061337978343","-0.010597614416048621, 0.014173341311191884, 0.009729101898993673, -0.06452181607911586, 0.014933103104447546, 0.04493438413521055, 0.01644077989766199, 0.03684327305064071, 0.02682144655637434, -0.02589289919048238, -0.07546461894297019, -0.03541484971418015, 0.04515071009609008, 0.0039806542339829495",0.0758217991,0.2695443332,1532096704.68,42.2100000381,0
1532096705490330000,"0.9162768960187214, -0.40054544039633894, -0.0, -0.0, 0.0, 0.0, -0.00018880437392653426, -8.253480081376356e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4232278848409653, 0.0, 0.15325938484096524","0.9612667679144954, -0.2755898140104108, -0.0030601894811451407, -0.0018292907911918775, 0.0001989193547331236, 0.0006683355347910092, 0.0016554867663806892, 0.0010725447759467877","0.9997010096067911, 0.022958327905626637, 0.007726701822709974, 0.003031516856500066, -0.009553326248748288, 0.39819538740863514, -0.0014590079612325495, 0.13849269546808796","-0.9330438142313029, -0.6784030034423242, 0.3144660615165098, 1.0327525654438547, -0.5085146311840146, 1.2939127945813464, 0.235466050940411","0.7838641826094465, -0.7090826192000325, -0.15953400194008302, 1.1508690861110316, 0.5016117176385303, 1.3081021168692866, -0.2281796421979553","-0.027008133704068814, 0.04442381202661051, 0.02393687107474747, -0.09024957968138213, 0.031686191107808945, 0.05345681101314831, -0.0009732879287310953, 0.02045881960914334, 0.025863658216371037, -0.011385714012669119, -0.07910023055055612, -0.016348006122951675, 0.04903720999245564, -0.01980284479656655",0.0751217888,0.2659755544,1532096705.49,43.0199999809,0
1532096706300660000,"0.9130089806767142, -0.4079394577675312, -0.0, -0.0, 0.0, 0.0, -0.00019182138437675021, -8.570727472239029e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4253288650989533, 0.0, 0.1553603650989532","0.9597908480007559, -0.28069186693607234, -0.002139242890999141, -0.0022999630299210053, 8.039277056606786e-05, 0.0002563141739541086, 0.002048351995121059, 0.00036218798766188276","0.9996761284934677, 0.024223357511682878, 0.0070754844316878035, 0.002982126426383934, -0.010093422423515484, 0.39974160598636743, -0.0014814185633875258, 0.14001799781992663","-0.9299758526555321, -0.672650575487754, 0.3133155759255958, 1.0151117863831725, -0.5100486119719001, 1.3046506600965444, 0.23201459416766884","0.7796457354427615, -0.7021797056545481, -0.15838351634916897, 1.1320778214594354, 0.507747640790072, 1.3196069727784272, -0.2281796421979553","-0.010219814586007105, 0.01689162820023924, 0.009909268704930195, -0.07076025046048431, 0.014837430655958592, 0.04791704416991692, 0.019208066030365203, 0.03729505281101055, 0.03163641770212094, -0.026383805685110298, -0.08316322131658929, -0.03571344515064192, 0.048915085988607714, 0.00040223055951259766",0.0776003953,0.2714969531,1532096706.3,43.8299999237,0
1532096707112290000,"0.9096733126211907, -0.4153245288985343, -0.0, -0.0, 0.0, 0.0, -0.0001948063248366267, -8.894164967431418e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.42747036273479466, 0.0, 0.15750186273479458","0.9567345454852421, -0.29095132642416816, 8.029274679405892e-05, -0.0016114125191701019, 0.000228486080083537, 0.0007548223786673081, 0.0023279447325234882, -0.0005145356776641574","0.999692899737378, 0.023184240976447786, 0.007444902257731767, 0.004388825706481846, -0.00990729970435027, 0.4008776300911878, -0.0014214788305593896, 0.14144930885382945","-0.9196214823373056, -0.66306319556347, 0.3071796527740541, 1.0001554737012897, -0.5188690015022412, 1.3134710496268855, 0.23201459416766884","0.775810783473048, -0.6971942680939206, -0.15263108839459866, 1.1194224799593806, 0.5115825927597855, 1.326893381520883, -0.2274126518040126","-0.025571293528427724, 0.04902504082737646, 0.024002895828362507, -0.0990974351580441, 0.031311884962718015, 0.05775692441807858, 0.0038570012695858438, 0.021040118582844894, 0.027877921653856233, -0.011331438542920264, -0.08597467539515088, -0.016244055315537693, 0.052236091410526, -0.022683623958484722",0.07855888,0.2662558618,1532096707.11,44.6399998665,0
1532096707920070000,"0.9062719591245936, -0.42269508644467474, -0.0, -0.0, 0.0, 0.0, -0.00019775628165799166, -9.223567796486381e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4296524481415749, 0.0, 0.15968394814157483","0.955018018781383, -0.29653950653486333, 0.0008891547976359836, -0.0006239709283895694, 0.00013442500289490011, 0.0004416744688611196, 0.002572891381823924, -0.000493501180717032","0.9996779990723816, 0.02391235553196657, 0.006789547356160724, 0.004908659262134959, -0.010324597404529843, 0.40262814355069476, -0.0013278787765700255, 0.14311469123214524","-0.9150195399736493, -0.6584612531998139, 0.3052621767891973, 0.9828981898375788, -0.5211699726840693, 1.3245924103390547, 0.22702915660704123","0.7727428218972772, -0.6891408689575221, -0.1507136124097419, 1.099097234519899, 0.5169515255173844, 1.3380147422330522, -0.2247281854252131","-0.010387833353383148, 0.019804411538432976, 0.009776129603796063, -0.07689546306666611, 0.014851983903539269, 0.05127645018677634, 0.022394426050575525, 0.036469243002876434, 0.035404747930898296, -0.02664838051714455, -0.0925556025744921, -0.03494837396378675, 0.053023690979182005, -0.003260714998444436",0.0803104985,0.270793493,1532096707.92,45.4500000477,0
1532096708730210000,"0.9028286805846802, -0.4300004343180661, -0.0, -0.0, 0.0, 0.0, -0.0002006506308242012, -9.556614699560144e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.431874914431572, 0.0, 0.16190641443157192","0.952563415847128, -0.3043273133360279, 0.00034237176627176344, -0.0019970385778399877, 7.363577337729521e-05, 0.00023546613165720265, 0.0020016739973132344, -0.000415973311361173","0.9997116711138682, 0.022789150973452115, 0.0059948895569176975, 0.004403242901841245, -0.009840076176529575, 0.403965053933995, -0.00146315100529715, 0.14534511022294544","-0.909267112019079, -0.6534758156391862, 0.29950974883462705, 0.9652574107768966, -0.5269224006386396, 1.3349467806572812, 0.22626216621309853","0.7689078699275637, -0.68568941218478, -0.146495165243057, 1.0826069410501307, 0.5184855063052698, 1.3495195981421928, -0.22050973825852824","-0.024944256557926047, 0.05110952712556191, 0.023891364432046962, -0.10483595996037984, 0.03134559244939612, 0.060585144428436113, 0.007260470216219216, 0.022353351359997553, 0.03153791751682844, -0.012074787735746084, -0.09396651083656345, -0.017200653843840875, 0.05563082344908272, -0.025274415592280594",0.079953151,0.2706138656,1532096708.73,46.2599999905,0
1532096709540330000,"0.8993153976405162, -0.43730060092192924, -0.0, -0.0, 0.0, 0.0, -0.000203512763065644, -9.896000203864279e-05","1.0, 0.0, 0.0, 0.0, 0.0, 0.4341378887295723, 0.0, 0.16416938872957226","0.9501865847236108, -0.31165986654755345, -0.002040079727838886, -0.002389016228604702, 0.0003026643485147529, 0.000899806627386035, 0.002353468203049252, 0.0009848101589552405","0.9996838528347651, 0.02367910247164977, 0.00656833877837663, 0.005143287750709198, -0.010342987077370736, 0.40519926840346354, -0.0015676745937609252, 0.14684365872472552","-0.9046651696554228, -0.6465729020937019, 0.298359263243713, 0.9449321653374149, -0.5319078381992672, 1.3464516365664219, 0.22204371904641365","0.7646894227608787, -0.6730340706847253, -0.14381069886425754, 1.0630486860045918, 0.5246214294568115, 1.3621749396422473, -0.22089323345549958","-0.010341987522479265, 0.0230591530290111, 0.009956941576446166, -0.0851435882387483, 0.0153592720655416, 0.054285804026058045, 0.02606710141705329, 0.037115568682943204, 0.0412117222480805, -0.026838835033295184, -0.10316075536690145, -0.035003339643467926, 0.057474229046759515, -0.008172387117393052",0.0832868026,0.2714696383,1532096709.54,47.0699999332,0
1532096710342040000,"0.895743386503645, -0.44457146279870646, -0.0, -0.0, 0.0, 0.0, -0.00020633260303085611, -0.00010240610037941848","1.0, 0.0, 0.0, 0.0, 0.0, 0.4364413676738739, 0.0, 0.16647286767387387","0.9474354487129368, -0.31992563117794576, -0.0011222705720214236, -0.0029489254430505865, 0.00020057415386859345, 0.0005898005827090769, 0.002069711765340848, -0.0003336933562556321","0.9997056435603267, 0.02286831697949637, 0.006547919372742444, 0.00457118070311261, -0.009970950882980185, 0.406531559956738, -0.0012922184850260971, 0.14871095253494987","-0.8969952657159956, -0.6362185317754754, 0.2918398448952, 0.9246069198979331, -0.5376602661538376, 1.3571895020816198, 0.22127672865247094","0.7612379659881365, -0.6688156235180404, -0.13959225169757264, 1.0461748973378522, 0.5276893910325823, 1.3732963003544167, -0.21552430069790063","-0.02456963066561261, 0.055619151203631596, 0.02382885192114783, -0.11495429504369352, 0.03135613118277426, 0.06444951199937175, 0.011627907420349267, 0.022725224063088703, 0.03637040761579928, -0.012259572799202829, -0.10490531284977977, -0.017101403709416974, 0.060299734956464415, -0.030383527511178475",0.0839838355,0.270226753,1532096710.34,47.8699998856,0
1532096711151950000,"0.8921500783486481, -0.4517391257158283, -0.0, -0.0, 0.0, 0.0, -0.0002090815015765781, -0.00010586816839200594","1.0, 0.0, 0.0, 0.0, 0.0, 0.4387849363923073, 0.0, 0.16881643639230726","0.94561899685017, -0.3252485019156355, 0.0025206058718617217, -0.0028415442418250184, -1.0965980539456854e-05, -1.3900664804500362e-05, 0.0015669205915827544, -0.0006682563101055861","0.9997008603299212, 0.02292723242562321, 0.006194298300403923, 0.005680924543468584, -0.010207321610021523, 0.408214199681821, -0.001669791702761159, 0.15057224242606626","-0.8931603137462821, -0.6293156182299909, 0.28953887371337184, 0.9046651696554228, -0.5407282277296084, 1.37137882436956, 0.21360682471304387","0.7589369948063085, -0.6599952339876992, -0.13729128051574452, 1.0216312047316856, 0.5315243430022959, 1.3848011562635572, -0.2116893487281871","-0.024138087614006796, 0.058461856085983914, 0.02422341690452676, -0.12006687345709566, 0.03166396677463882, 0.06733186697100056, 0.014474675590160368, 0.024460241549952626, 0.03886332023956225, -0.012756556556140875, -0.11018197114239836, -0.017874504125885506, 0.06191804722376112, -0.030955840484388465",0.0855538621,0.2750280132,1532096711.15,48.6800000668,0
1532096711960820000,"0.8884630987364616, -0.4589480604421425, -0.0, -0.0, 0.0, 0.0, -0.00021181441678366932, -0.0001094157043717399","1.0, 0.0, 0.0, 0.0, 0.0, 0.4411689905762673, 0.0, 0.1712004905762672","0.9430398765357623, -0.3326580664610711, 0.001434092279856235, -0.002942303694350801, 5.212659873254921e-05, 0.00015826787982026191, 0.002241443410451169, -9.420814058769267e-05","0.9996645132550308, 0.024231695462731746, 0.006120546516790063, 0.00665888232250503, -0.010936651326234607, 0.40980142577544054, -0.0018369889672966025, 0.15228415256620303","-0.8885583713826259, -0.6224127046845066, 0.28877188331942916, 0.8835729338219983, -0.5453301700932646, 1.3832671754756718, 0.20823789195544493","0.7528010716547668, -0.6461894068967305, -0.13230584295511694, 0.9955535313376335, 0.5368932757598948, 1.39975746894544, -0.21015536794030168","-0.0102439652209322, 0.02838788187032588, 0.010110072779488641, -0.0963565466735292, 0.015914723703606845, 0.059283074447756726, 0.032054557449664185, 0.038370128442125194, 0.04973843696443454, -0.027858549478884956, -0.12214819287465155, -0.03553558241497607, 0.0649521254585433, -0.014996528190344628",0.088878042,0.2755225549,1532096711.96,49.4900000095,0
1532096712769950000,"0.8847210709402641, -0.46612082836353935, -0.0, -0.0, 0.0, 0.0, -0.00021450109301967174, -0.00011301124212736742","1.0, 0.0, 0.0, 0.0, 0.0, 0.4435934958815575, 0.0, 0.17362499588155744","0.9392687220469107, -0.34315579982198957, -0.0014025299843000829, -0.0035659186648367013, 0.00010313653478813412, 0.00027922557073684073, 0.0009836316819587763, -9.100761625738252e-05","0.9996804567989356, 0.02374575951801828, 0.006859971517963359, 0.005116756719898075, -0.010547395576166397, 0.4109882713441756, -0.0009386418093898785, 0.1546361632860626","-0.8808884674431988, -0.6105243535783946, 0.28186896977394477, 0.8571117652309749, -0.5526165788357204, 1.3963060121726978, 0.2067039111675595","0.7512670908668814, -0.6396699885482175, -0.12885438618237474, 0.979830228261808, 0.5434126941084079, 1.4124128104454947, -0.2024854640008746","-0.010788858860279308, 0.03143205345573922, 0.010030800290450493, -0.10258317388621255, 0.015681454146019437, 0.060663247545281546, 0.032687438284554955, 0.037977045697750976, 0.052731965224815804, -0.027211486215409107, -0.12855808165109642, -0.034785752193123506, 0.0674928915952951, -0.019420257164166604",0.0900320971,0.2693927563,1532096712.77,50.2999999523,0
1532096713583610000,"0.8809206099977622, -0.47326406886765715, -0.0, -0.0, 0.0, 0.0, -0.00021714358231064877, -0.00011665779427398993","1.0, 0.0, 0.0, 0.0, 0.0, 0.4460584578752518, 0.0, 0.17608995787525175","0.9371752066819733, -0.34884952010208475, -0.0009702589675444737, -0.0014240420681472005, 0.00019705039342290953, 0.0005242804299260828, 0.0022029734907705913, -0.00025398686499272793","0.9997042653403758, 0.022787396388045972, 0.006350368150796801, 0.005468983905618055, -0.010259756508639879, 0.41276571159936637, -0.000696201122119638, 0.1563887562340959","-0.872451573109829, -0.6009369736541108, 0.27880100819817394, 0.833335063018751, -0.5583690067902906, 1.4093448488697238, 0.20210196880390327","0.7485826244880819, -0.6343010557906186, -0.12655341500054662, 0.961422458807183, 0.5453301700932646, 1.4231506759606927, -0.19596604565236161","-0.023865999500767288, 0.06464733718867205, 0.024067653179417964, -0.13535575782666864, 0.03159515096752925, 0.07300563842970728, 0.02026335938759976, 0.024454430055655698, 0.04690007426682369, -0.013499698793568243, -0.12855829623249407, -0.01789889551510554, 0.06952763338397426, -0.03975500502562479",0.0905729899,0.2733890687,1532096713.58,51.1099998951,0
1532096714382630000,"0.8770399557435208, -0.48041743934770226, -0.0, -0.0, 0.0, 0.0, -0.0002197557858852346, -0.00012037594324573767","1.0, 0.0, 0.0, 0.0, 0.0, 0.44856411094665527, 0.0, 0.17859561094665524","0.9347108980221553, -0.35539599328322463, -0.0019166748028546683, -0.0013730436909473198, 0.0001681706891415724, 0.00042835881480524085, 0.0018846818144962127, 0.0009771336941694075","0.999705770192874, 0.022756118062955615, 0.0057675618131494254, 0.005949213182758254, -0.010373132987080029, 0.4145590455849962, -0.0012298900416310796, 0.15857891701297266","-0.8682331259431442, -0.5944175553055978, 0.27496605622846043, 0.8084078752156131, -0.5622039587600042, 1.4231506759606927, 0.19328157927356213","0.7451311677153397, -0.6220292094875353, -0.12463593901568987, 0.9334273094282742, 0.5499321124569209, 1.4388739790365181, -0.190980608091734","-0.023302721307681466, 0.0669741352368174, 0.024367143959298412, -0.14119462644603045, 0.03185891207933557, 0.07540369275170573, 0.023420303703363735, 0.025975104333808792, 0.05096596655642056, -0.01401380571421185, -0.1355392561109177, -0.01851001644960564, 0.07212471366149095, -0.04151387567631571",0.0918587641,0.2756914472,1532096714.38,51.9100000858,0
